Time,Temperature(C),Humidity(%),Dewpoint(C),HeatIndex(C)
2022/09/07 09:51,22.6,73,17.5,22.6
2022/09/07 10:01,22.2,74,17.4,22.2
2022/09/07 10:06,22.0,74,17.2,22.0
2022/09/07 10:11,22.0,75,17.4,22.0
2022/09/07 10:16,22.3,75,17.7,22.3
2022/09/07 10:21,22.3,74,17.5,22.3
2022/09/07 10:26,22.4,74,17.6,22.4
2022/09/07 10:31,22.3,74,17.5,22.3
2022/09/07 10:36,22.3,74,17.5,22.3
2022/09/07 10:41,22.5,73,17.4,22.5
2022/09/07 10:46,22.7,72,17.4,22.7
2022/09/07 10:51,22.8,72,17.5,22.8
2022/09/07 10:56,23.0,72,17.7,23.0
2022/09/07 11:01,23.0,70,17.3,23.0
2022/09/07 11:06,23.2,70,17.5,23.2
2022/09/07 11:11,23.9,67,17.4,23.9
2022/09/07 11:16,24.3,64,17.1,24.3
2022/09/07 11:21,24.5,63,17.0,24.5
2022/09/07 11:26,24.5,60,16.3,24.5
2022/09/07 11:31,25.0,57,15.9,25.0
2022/09/07 11:36,25.0,57,15.9,25.0
2022/09/07 11:41,24.9,57,15.8,24.9
2022/09/07 11:46,25.1,56,15.7,25.1
2022/09/07 11:51,25.2,55,15.5,25.2
2022/09/07 11:56,25.2,54,15.3,25.2
2022/09/07 12:01,25.0,53,14.8,25.0
2022/09/07 12:06,24.8,53,14.6,24.8
2022/09/07 12:11,25.1,53,14.9,25.1
2022/09/07 12:16,25.5,51,14.7,25.5
2022/09/07 12:21,25.5,51,14.7,25.5
2022/09/07 12:26,25.3,51,14.5,25.3
2022/09/07 12:31,25.2,52,14.7,25.2
2022/09/07 12:36,25.0,53,14.8,25.0
2022/09/07 12:41,24.7,50,13.6,24.7
2022/09/07 12:46,24.7,51,13.9,24.7
2022/09/07 12:51,24.7,52,14.2,24.7
2022/09/07 12:56,24.6,50,13.5,24.6
2022/09/07 13:01,24.7,51,13.9,24.7
2022/09/07 13:06,24.7,50,13.6,24.7
2022/09/07 13:11,24.7,50,13.6,24.7
2022/09/07 13:16,24.8,48,13.1,24.8
2022/09/07 13:21,24.9,48,13.2,24.9
2022/09/07 13:26,25.3,48,13.5,25.3
2022/09/07 13:31,25.5,47,13.4,25.5
2022/09/07 13:36,25.7,47,13.6,25.7
2022/09/07 13:41,25.9,47,13.8,25.9
2022/09/07 13:46,26.0,46,13.5,26.0
2022/09/07 13:51,26.0,46,13.5,26.0
2022/09/07 13:56,25.9,44,12.7,25.9
2022/09/07 14:01,25.7,44,12.6,25.7
2022/09/07 14:06,25.5,46,13.1,25.5
2022/09/07 14:11,25.2,47,13.1,25.2
2022/09/07 14:16,25.0,47,12.9,25.0
2022/09/07 14:21,24.8,48,13.1,24.8
2022/09/07 14:26,24.8,49,13.4,24.8
2022/09/07 14:31,24.8,47,12.8,24.8
2022/09/07 14:36,25.0,49,13.6,25.0
2022/09/07 14:41,25.1,49,13.7,25.1
2022/09/07 14:46,25.3,49,13.9,25.3
2022/09/07 14:51,25.7,50,14.5,25.7
2022/09/07 14:56,25.8,49,14.3,25.8
2022/09/07 15:01,25.8,48,14.0,25.8
2022/09/07 15:06,25.7,49,14.2,25.7
2022/09/07 15:11,25.5,49,14.0,25.5
2022/09/07 15:16,25.3,49,13.9,25.3
2022/09/07 15:21,25.1,50,14.0,25.1
2022/09/07 15:26,25.1,50,14.0,25.1
2022/09/07 15:31,25.2,50,14.1,25.2
2022/09/07 15:36,25.3,50,14.2,25.3
2022/09/07 15:41,25.3,50,14.2,25.3
2022/09/07 15:46,25.1,50,14.0,25.1
2022/09/07 15:51,24.9,50,13.8,24.9
2022/09/07 15:56,24.9,50,13.8,24.9
2022/09/07 16:01,24.8,50,13.7,24.8
2022/09/07 16:06,24.5,50,13.4,24.5
2022/09/07 16:11,24.3,51,13.5,24.3
2022/09/07 16:16,24.3,51,13.5,24.3
2022/09/07 16:21,24.4,51,13.6,24.4
2022/09/07 16:26,24.4,51,13.6,24.4
2022/09/07 16:31,24.4,51,13.6,24.4
2022/09/07 16:36,24.2,52,13.8,24.2
2022/09/07 16:41,24.0,52,13.6,24.0
2022/09/07 16:46,23.8,52,13.4,23.8
2022/09/07 16:51,23.7,53,13.6,23.7
2022/09/07 16:56,23.5,53,13.4,23.5
2022/09/07 17:01,23.3,54,13.5,23.3
2022/09/07 17:06,23.4,55,13.9,23.4
2022/09/07 17:11,23.5,55,14.0,23.5
2022/09/07 17:16,23.4,56,14.2,23.4
2022/09/07 17:21,23.2,56,14.0,23.2
2022/09/07 17:26,22.9,57,14.0,22.9
2022/09/07 17:31,22.8,57,13.9,22.8
2022/09/07 17:36,22.5,57,13.6,22.5
2022/09/07 17:41,22.4,58,13.8,22.4
2022/09/07 17:46,22.2,58,13.6,22.2
2022/09/07 17:51,22.0,59,13.6,22.0
2022/09/07 17:56,22.0,60,13.9,22.0
2022/09/07 18:01,21.9,60,13.8,21.9
2022/09/07 18:06,21.8,60,13.7,21.8
