Time,Temperature(C),Humidity(%),Dewpoint(C),HeatIndex(C)
2022/09/07 09:51,25.1,55,15.5,25.1
2022/09/07 10:01,25.1,57,16.0,25.1
2022/09/07 10:06,25.1,57,16.0,25.1
2022/09/07 10:11,25.1,57,16.0,25.1
2022/09/07 10:16,25.1,56,15.7,25.1
2022/09/07 10:21,25.1,56,15.7,25.1
2022/09/07 10:26,25.1,56,15.7,25.1
2022/09/07 10:31,25.1,56,15.7,25.1
2022/09/07 10:36,25.1,56,15.7,25.1
2022/09/07 10:41,25.1,56,15.7,25.1
2022/09/07 10:46,25.1,56,15.7,25.1
2022/09/07 10:51,25.1,56,15.7,25.1
2022/09/07 10:56,25.1,56,15.7,25.1
2022/09/07 11:01,25.1,56,15.7,25.1
2022/09/07 11:06,25.1,56,15.7,25.1
2022/09/07 11:11,25.1,56,15.7,25.1
2022/09/07 11:16,25.1,56,15.7,25.1
2022/09/07 11:21,25.1,55,15.5,25.1
2022/09/07 11:26,25.1,55,15.5,25.1
2022/09/07 11:31,25.1,55,15.5,25.1
2022/09/07 11:36,25.1,55,15.5,25.1
2022/09/07 11:41,25.1,55,15.5,25.1
2022/09/07 11:46,25.1,55,15.5,25.1
2022/09/07 11:51,25.1,54,15.2,25.1
2022/09/07 11:56,25.1,54,15.2,25.1
2022/09/07 12:01,25.1,54,15.2,25.1
2022/09/07 12:06,25.1,53,14.9,25.1
2022/09/07 12:11,25.1,53,14.9,25.1
2022/09/07 12:16,25.1,53,14.9,25.1
2022/09/07 12:21,25.1,53,14.9,25.1
2022/09/07 12:26,25.1,53,14.9,25.1
2022/09/07 12:31,25.1,52,14.6,25.1
2022/09/07 12:36,25.1,52,14.6,25.1
2022/09/07 12:41,25.1,53,14.9,25.1
2022/09/07 12:46,25.2,53,15.0,25.2
2022/09/07 12:51,25.2,53,15.0,25.2
2022/09/07 12:56,25.1,53,14.9,25.1
2022/09/07 13:01,25.2,53,15.0,25.2
2022/09/07 13:06,25.2,53,15.0,25.2
2022/09/07 13:11,25.2,53,15.0,25.2
2022/09/07 13:16,25.2,53,15.0,25.2
2022/09/07 13:21,25.2,53,15.0,25.2
2022/09/07 13:26,25.2,52,14.7,25.2
2022/09/07 13:31,25.2,52,14.7,25.2
2022/09/07 13:36,25.2,52,14.7,25.2
2022/09/07 13:41,25.2,53,15.0,25.2
2022/09/07 13:46,25.2,52,14.7,25.2
2022/09/07 13:51,25.2,52,14.7,25.2
2022/09/07 13:56,25.2,52,14.7,25.2
2022/09/07 14:01,25.3,52,14.8,25.3
2022/09/07 14:06,25.3,52,14.8,25.3
2022/09/07 14:11,25.3,52,14.8,25.3
2022/09/07 14:16,25.3,52,14.8,25.3
2022/09/07 14:21,25.3,52,14.8,25.3
2022/09/07 14:26,25.2,52,14.7,25.2
2022/09/07 14:31,25.2,52,14.7,25.2
2022/09/07 14:36,25.2,52,14.7,25.2
2022/09/07 14:41,25.2,52,14.7,25.2
2022/09/07 14:46,25.2,52,14.7,25.2
2022/09/07 14:51,25.3,52,14.8,25.3
2022/09/07 14:56,25.3,52,14.8,25.3
2022/09/07 15:01,25.3,52,14.8,25.3
2022/09/07 15:06,25.3,52,14.8,25.3
2022/09/07 15:11,25.3,52,14.8,25.3
2022/09/07 15:16,25.3,52,14.8,25.3
2022/09/07 15:21,25.3,52,14.8,25.3
2022/09/07 15:26,25.3,52,14.8,25.3
2022/09/07 15:31,25.3,52,14.8,25.3
2022/09/07 15:36,25.3,52,14.8,25.3
2022/09/07 15:41,25.3,52,14.8,25.3
2022/09/07 15:46,25.3,52,14.8,25.3
2022/09/07 15:51,25.3,52,14.8,25.3
2022/09/07 15:56,25.3,52,14.8,25.3
2022/09/07 16:01,25.3,52,14.8,25.3
2022/09/07 16:06,25.3,51,14.5,25.3
2022/09/07 16:11,25.3,51,14.5,25.3
2022/09/07 16:16,25.3,51,14.5,25.3
2022/09/07 16:21,25.3,51,14.5,25.3
2022/09/07 16:26,25.3,51,14.5,25.3
2022/09/07 16:31,25.3,51,14.5,25.3
2022/09/07 16:36,25.3,51,14.5,25.3
2022/09/07 16:41,25.3,51,14.5,25.3
2022/09/07 16:46,25.2,51,14.4,25.2
2022/09/07 16:51,25.3,51,14.5,25.3
2022/09/07 16:56,25.2,50,14.1,25.2
2022/09/07 17:01,25.3,50,14.2,25.3
2022/09/07 17:06,25.2,50,14.1,25.2
2022/09/07 17:11,25.2,50,14.1,25.2
2022/09/07 17:16,25.2,50,14.1,25.2
2022/09/07 17:21,25.2,50,14.1,25.2
2022/09/07 17:26,25.2,50,14.1,25.2
2022/09/07 17:31,25.2,50,14.1,25.2
2022/09/07 17:36,25.2,50,14.1,25.2
2022/09/07 17:41,25.2,50,14.1,25.2
2022/09/07 17:46,25.2,50,14.1,25.2
2022/09/07 17:51,25.2,50,14.1,25.2
2022/09/07 17:56,25.2,50,14.1,25.2
2022/09/07 18:01,25.2,50,14.1,25.2
2022/09/07 18:06,25.2,50,14.1,25.2
2022/09/07 18:16,25.2,51,14.4,25.2
2022/09/07 18:21,25.2,51,14.4,25.2
2022/09/07 18:26,25.2,51,14.4,25.2
2022/09/07 18:31,25.2,51,14.4,25.2
2022/09/07 18:36,25.2,51,14.4,25.2
2022/09/07 18:41,25.2,51,14.4,25.2
2022/09/07 18:46,25.2,51,14.4,25.2
2022/09/07 18:51,25.3,51,14.5,25.3
2022/09/07 18:56,25.2,51,14.4,25.2
2022/09/07 19:01,25.2,51,14.4,25.2
2022/09/07 19:06,25.3,51,14.5,25.3
2022/09/07 19:11,25.2,51,14.4,25.2
2022/09/07 19:16,25.2,51,14.4,25.2
2022/09/07 19:21,25.2,51,14.4,25.2
2022/09/07 19:26,25.2,51,14.4,25.2
2022/09/07 19:31,25.2,51,14.4,25.2
2022/09/07 19:36,25.2,51,14.4,25.2
2022/09/07 19:41,25.2,51,14.4,25.2
2022/09/07 19:46,25.2,50,14.1,25.2
2022/09/07 19:51,25.2,50,14.1,25.2
2022/09/07 19:56,25.2,50,14.1,25.2
2022/09/07 20:01,25.2,50,14.1,25.2
2022/09/07 20:06,25.2,51,14.4,25.2
2022/09/07 20:11,25.2,51,14.4,25.2
2022/09/07 20:16,25.2,50,14.1,25.2
2022/09/07 20:21,25.2,51,14.4,25.2
2022/09/07 20:26,25.2,51,14.4,25.2
2022/09/07 20:31,25.2,50,14.1,25.2
2022/09/07 20:36,25.1,50,14.0,25.1
2022/09/07 20:41,25.2,51,14.4,25.2
2022/09/07 20:46,25.1,50,14.0,25.1
2022/09/07 20:51,25.1,51,14.3,25.1
2022/09/07 20:56,25.1,51,14.3,25.1
2022/09/07 21:01,25.1,50,14.0,25.1
2022/09/07 21:06,25.1,50,14.0,25.1
2022/09/07 21:11,25.1,50,14.0,25.1
2022/09/07 21:16,25.1,50,14.0,25.1
2022/09/07 21:21,25.1,51,14.3,25.1
2022/09/07 21:26,25.1,50,14.0,25.1
2022/09/07 21:31,25.1,50,14.0,25.1
2022/09/07 21:36,25.1,50,14.0,25.1
2022/09/07 21:41,25.1,50,14.0,25.1
2022/09/07 21:46,25.1,50,14.0,25.1
2022/09/07 21:51,25.1,50,14.0,25.1
2022/09/07 21:56,25.1,50,14.0,25.1
2022/09/07 22:01,25.1,50,14.0,25.1
2022/09/07 22:06,25.1,50,14.0,25.1
2022/09/07 22:11,25.1,50,14.0,25.1
2022/09/07 22:16,25.1,50,14.0,25.1
2022/09/07 22:21,25.1,50,14.0,25.1
2022/09/07 22:26,25.1,50,14.0,25.1
2022/09/07 22:31,25.1,50,14.0,25.1
2022/09/07 22:36,25.1,50,14.0,25.1
2022/09/07 22:41,25.1,50,14.0,25.1
2022/09/07 22:46,25.1,50,14.0,25.1
2022/09/07 22:51,25.1,50,14.0,25.1
2022/09/07 22:56,25.1,50,14.0,25.1
2022/09/07 23:01,25.1,50,14.0,25.1
2022/09/07 23:06,25.1,50,14.0,25.1
2022/09/07 23:11,25.1,50,14.0,25.1
2022/09/07 23:16,25.1,50,14.0,25.1
2022/09/07 23:21,25.0,50,13.9,25.0
2022/09/07 23:26,25.0,50,13.9,25.0
2022/09/07 23:31,25.1,50,14.0,25.1
2022/09/07 23:36,25.1,50,14.0,25.1
2022/09/07 23:41,25.0,50,13.9,25.0
2022/09/07 23:46,25.0,50,13.9,25.0
2022/09/07 23:51,25.0,50,13.9,25.0
2022/09/07 23:56,25.0,50,13.9,25.0
2022/09/08 00:01,25.1,50,14.0,25.1
2022/09/08 00:06,25.1,50,14.0,25.1
2022/09/08 00:11,25.0,50,13.9,25.0
2022/09/08 00:16,25.0,50,13.9,25.0
2022/09/08 00:21,25.0,50,13.9,25.0
2022/09/08 00:26,25.0,50,13.9,25.0
2022/09/08 00:31,25.0,50,13.9,25.0
2022/09/08 00:36,25.1,50,14.0,25.1
2022/09/08 00:41,25.0,50,13.9,25.0
2022/09/08 00:46,25.0,50,13.9,25.0
2022/09/08 00:51,25.0,50,13.9,25.0
2022/09/08 00:56,25.0,50,13.9,25.0
2022/09/08 01:01,25.0,50,13.9,25.0
2022/09/08 01:06,25.0,50,13.9,25.0
2022/09/08 01:11,25.0,50,13.9,25.0
2022/09/08 01:16,25.0,50,13.9,25.0
2022/09/08 01:21,25.0,50,13.9,25.0
2022/09/08 01:26,25.0,50,13.9,25.0
2022/09/08 01:31,25.0,50,13.9,25.0
2022/09/08 01:36,25.0,50,13.9,25.0
