Time,Temperature(C),Humidity(%),Dewpoint(C),HeatIndex(C)
2022/09/08 04:51,16.8,87,14.6,16.8
2022/09/08 04:56,16.7,88,14.7,16.7
2022/09/08 05:01,16.7,88,14.7,16.7
2022/09/08 05:06,16.6,89,14.8,16.6
2022/09/08 05:11,16.6,89,14.8,16.6
2022/09/08 05:16,16.6,89,14.8,16.6
2022/09/08 05:21,16.6,89,14.8,16.6
2022/09/08 05:26,16.6,89,14.8,16.6
2022/09/08 05:31,16.6,89,14.8,16.6
2022/09/08 05:36,16.6,89,14.8,16.6
2022/09/08 05:41,16.6,89,14.8,16.6
2022/09/08 05:46,16.6,89,14.8,16.6
2022/09/08 05:51,16.7,89,14.9,16.7
2022/09/08 05:56,16.7,89,14.9,16.7
2022/09/08 06:01,16.7,89,14.9,16.7
2022/09/08 06:06,16.7,89,14.9,16.7
2022/09/08 06:11,16.7,89,14.9,16.7
2022/09/08 06:16,16.7,89,14.9,16.7
2022/09/08 06:21,16.7,89,14.9,16.7
2022/09/08 06:26,16.8,89,15.0,16.8
2022/09/08 06:31,16.8,88,14.8,16.8
2022/09/08 06:36,16.9,88,14.9,16.9
2022/09/08 06:41,17.0,88,15.0,17.0
2022/09/08 06:46,17.2,88,15.2,17.2
2022/09/08 06:51,17.3,87,15.1,17.3
2022/09/08 06:56,17.4,87,15.2,17.4
2022/09/08 07:01,17.5,87,15.3,17.5
2022/09/08 07:06,17.7,86,15.3,17.7
2022/09/08 07:11,17.8,86,15.4,17.8
2022/09/08 07:16,17.9,85,15.4,17.9
2022/09/08 07:21,17.9,85,15.4,17.9
2022/09/08 07:26,17.9,84,15.2,17.9
2022/09/08 07:31,17.9,84,15.2,17.9
2022/09/08 07:36,18.1,84,15.4,18.1
2022/09/08 07:41,18.3,83,15.4,18.3
2022/09/08 07:46,18.4,82,15.3,18.4
2022/09/08 07:51,18.5,82,15.4,18.5
2022/09/08 07:56,18.4,81,15.1,18.4
2022/09/08 08:01,18.5,81,15.2,18.5
2022/09/08 08:06,18.8,81,15.5,18.8
2022/09/08 08:11,19.0,80,15.5,19.0
2022/09/08 08:16,19.3,79,15.6,19.3
2022/09/08 08:21,19.4,78,15.5,19.4
2022/09/08 08:26,19.4,78,15.5,19.4
2022/09/08 08:31,19.5,77,15.4,19.5
2022/09/08 08:36,19.4,76,15.1,19.4
2022/09/08 08:41,19.4,76,15.1,19.4
2022/09/08 08:46,19.3,74,14.6,19.3
2022/09/08 08:51,19.3,74,14.6,19.3
2022/09/08 08:56,19.5,73,14.6,19.5
2022/09/08 09:01,20.1,71,14.7,20.1
2022/09/08 09:06,20.4,69,14.5,20.4
2022/09/08 09:11,20.7,69,14.8,20.7
2022/09/08 09:16,20.6,67,14.3,20.6
2022/09/08 09:21,20.6,67,14.3,20.6
2022/09/08 09:26,20.8,68,14.7,20.8
2022/09/08 09:31,20.8,68,14.7,20.8
2022/09/08 09:36,20.7,67,14.4,20.7
2022/09/08 09:41,21.1,66,14.5,21.1
2022/09/08 09:46,21.6,66,15.0,21.6
2022/09/08 09:51,22.1,64,15.0,22.1
2022/09/08 09:56,22.1,60,14.0,22.1
2022/09/08 10:01,21.9,60,13.8,21.9
2022/09/08 10:06,22.0,62,14.4,22.0
2022/09/08 10:11,22.0,60,13.9,22.0
2022/09/08 10:16,21.8,59,13.5,21.8
2022/09/08 10:21,21.3,60,13.2,21.3
2022/09/08 10:26,21.2,61,13.4,21.2
2022/09/08 10:31,20.8,62,13.3,20.8
2022/09/08 10:36,20.9,62,13.4,20.9
2022/09/08 10:41,21.5,61,13.7,21.5
2022/09/08 10:46,22.1,59,13.7,22.1
2022/09/08 10:51,22.1,58,13.5,22.1
2022/09/08 10:56,22.0,60,13.9,22.0
2022/09/08 11:06,22.4,58,13.8,22.4
2022/09/08 11:11,22.1,58,13.5,22.1
2022/09/08 11:16,22.0,55,12.6,22.0
2022/09/08 11:21,22.4,55,12.9,22.4
2022/09/08 11:26,22.6,54,12.9,22.6
2022/09/08 11:31,22.4,55,12.9,22.4
2022/09/08 11:36,21.9,57,13.0,21.9
2022/09/08 11:41,21.9,58,13.3,21.9
2022/09/08 11:46,21.9,58,13.3,21.9
2022/09/08 11:51,21.7,58,13.1,21.7
2022/09/08 11:56,21.5,58,12.9,21.5
2022/09/08 12:01,21.7,59,13.4,21.7
2022/09/08 12:06,22.1,56,12.9,22.1
2022/09/08 12:11,22.0,56,12.8,22.0
2022/09/08 12:16,21.8,56,12.7,21.8
2022/09/08 12:21,21.8,57,12.9,21.8
2022/09/08 12:26,22.4,56,13.2,22.4
2022/09/08 12:31,22.4,54,12.7,22.4
2022/09/08 12:36,22.3,54,12.6,22.3
2022/09/08 12:41,22.0,55,12.6,22.0
2022/09/08 12:46,21.8,56,12.7,21.8
2022/09/08 12:51,21.4,57,12.6,21.4
2022/09/08 12:56,21.2,57,12.4,21.2
2022/09/08 13:01,20.9,57,12.1,20.9
2022/09/08 13:06,20.8,58,12.3,20.8
2022/09/08 13:11,21.3,57,12.5,21.3
2022/09/08 13:16,21.7,57,12.8,21.7
2022/09/08 13:21,21.9,55,12.5,21.9
2022/09/08 13:26,21.9,55,12.5,21.9
2022/09/08 13:31,21.9,54,12.2,21.9
2022/09/08 13:36,22.1,54,12.4,22.1
2022/09/08 13:41,22.4,53,12.4,22.4
2022/09/08 13:46,22.4,51,11.8,22.4
2022/09/08 13:51,22.5,52,12.2,22.5
2022/09/08 13:56,22.4,53,12.4,22.4
2022/09/08 14:01,22.5,54,12.8,22.5
2022/09/08 14:06,22.5,54,12.8,22.5
2022/09/08 14:11,22.0,53,12.0,22.0
2022/09/08 14:16,22.0,54,12.3,22.0
2022/09/08 14:21,22.0,54,12.3,22.0
2022/09/08 14:26,22.1,54,12.4,22.1
2022/09/08 14:31,22.3,54,12.6,22.3
2022/09/08 14:36,22.3,52,12.0,22.3
2022/09/08 14:41,22.4,53,12.4,22.4
2022/09/08 14:46,22.4,53,12.4,22.4
2022/09/08 14:51,22.4,53,12.4,22.4
2022/09/08 14:56,22.4,53,12.4,22.4
2022/09/08 15:01,22.5,52,12.2,22.5
2022/09/08 15:06,22.6,52,12.3,22.6
2022/09/08 15:11,22.6,52,12.3,22.6
2022/09/08 15:16,---.-,--,---.-,---.-
2022/09/08 15:21,22.7,51,12.1,22.7
2022/09/08 15:26,22.5,52,12.2,22.5
2022/09/08 15:31,22.4,52,12.1,22.4
2022/09/08 15:36,22.2,53,12.2,22.2
2022/09/08 15:41,22.1,53,12.1,22.1
2022/09/08 15:46,22.1,53,12.1,22.1
2022/09/08 15:51,22.0,55,12.6,22.0
2022/09/08 15:56,21.7,56,12.6,21.7
2022/09/08 16:01,21.7,56,12.6,21.7
2022/09/08 16:06,21.8,56,12.7,21.8
2022/09/08 16:11,21.9,56,12.8,21.9
2022/09/08 16:16,21.9,56,12.8,21.9
2022/09/08 16:21,---.-,--,---.-,---.-
2022/09/08 16:26,21.5,55,12.1,21.5
2022/09/08 16:31,21.5,55,12.1,21.5
2022/09/08 16:36,21.0,56,11.9,21.0
2022/09/08 16:41,21.0,56,11.9,21.0
2022/09/08 16:46,21.0,55,11.6,21.0
2022/09/08 16:51,20.7,55,11.4,20.7
2022/09/08 16:56,20.7,56,11.6,20.7
2022/09/08 17:01,20.6,57,11.8,20.6
2022/09/08 17:06,20.7,58,12.2,20.7
2022/09/08 17:11,20.5,59,12.2,20.5
2022/09/08 17:16,20.2,61,12.5,20.2
2022/09/08 17:21,20.0,62,12.5,20.0
2022/09/08 17:26,19.6,63,12.4,19.6
2022/09/08 17:31,19.4,64,12.4,19.4
2022/09/08 17:36,19.1,65,12.4,19.1
2022/09/08 17:41,18.9,66,12.4,18.9
2022/09/08 17:46,18.8,66,12.3,18.8
2022/09/08 17:51,18.6,67,12.4,18.6
2022/09/08 17:56,18.5,68,12.5,18.5
2022/09/08 18:01,18.6,69,12.8,18.6
2022/09/08 18:06,18.6,69,12.8,18.6
2022/09/08 18:11,18.6,69,12.8,18.6
2022/09/08 18:16,18.5,69,12.7,18.5
2022/09/08 18:21,18.3,70,12.8,18.3
2022/09/08 18:26,18.2,70,12.7,18.2
2022/09/08 18:31,18.0,70,12.5,18.0
2022/09/08 18:36,17.9,70,12.4,17.9
2022/09/08 18:41,17.8,71,12.5,17.8
2022/09/08 18:46,17.7,72,12.6,17.7
2022/09/08 18:51,17.6,72,12.5,17.6
2022/09/08 18:56,17.6,72,12.5,17.6
2022/09/08 19:01,17.5,72,12.4,17.5
2022/09/08 19:06,17.5,73,12.6,17.5
2022/09/08 19:11,17.4,73,12.5,17.4
2022/09/08 19:16,17.4,73,12.5,17.4
2022/09/08 19:21,17.4,74,12.7,17.4
2022/09/08 19:26,17.4,74,12.7,17.4
2022/09/08 19:31,17.5,74,12.8,17.5
2022/09/08 19:36,17.5,74,12.8,17.5
2022/09/08 19:41,17.5,74,12.8,17.5
2022/09/08 19:46,17.5,75,13.0,17.5
2022/09/08 19:51,17.6,74,12.9,17.6
2022/09/08 19:56,17.6,74,12.9,17.6
2022/09/08 20:01,17.5,75,13.0,17.5
2022/09/08 20:06,17.6,75,13.1,17.6
2022/09/08 20:11,17.6,75,13.1,17.6
2022/09/08 20:16,17.6,75,13.1,17.6
2022/09/08 20:21,17.6,75,13.1,17.6
2022/09/08 20:26,17.5,75,13.0,17.5
2022/09/08 20:31,17.4,76,13.1,17.4
2022/09/08 20:36,17.2,76,13.0,17.2
2022/09/08 20:41,17.1,77,13.1,17.1
2022/09/08 20:46,17.0,77,13.0,17.0
2022/09/08 20:51,17.0,78,13.2,17.0
2022/09/08 20:56,16.9,78,13.1,16.9
2022/09/08 21:01,16.9,79,13.3,16.9
2022/09/08 21:06,16.8,79,13.2,16.8
2022/09/08 21:11,16.8,79,13.2,16.8
2022/09/08 21:16,16.8,79,13.2,16.8
2022/09/08 21:21,16.8,79,13.2,16.8
2022/09/08 21:26,16.9,80,13.4,16.9
2022/09/08 21:31,16.8,79,13.2,16.8
2022/09/08 21:36,16.7,79,13.1,16.7
2022/09/08 21:41,16.7,79,13.1,16.7
2022/09/08 21:46,16.8,79,13.2,16.8
2022/09/08 21:51,16.9,79,13.3,16.9
2022/09/08 21:56,17.0,78,13.2,17.0
2022/09/08 22:01,17.1,78,13.3,17.1
2022/09/08 22:06,17.1,78,13.3,17.1
2022/09/08 22:11,17.0,79,13.4,17.0
2022/09/08 22:16,16.9,79,13.3,16.9
2022/09/08 22:21,16.8,79,13.2,16.8
2022/09/08 22:26,16.8,79,13.2,16.8
2022/09/08 22:31,16.7,79,13.1,16.7
2022/09/08 22:36,16.7,79,13.1,16.7
2022/09/08 22:41,16.6,80,13.2,16.6
2022/09/08 22:46,16.6,79,13.0,16.6
2022/09/08 22:51,16.5,80,13.1,16.5
2022/09/08 22:56,16.4,80,13.0,16.4
2022/09/08 23:01,16.4,81,13.2,16.4
2022/09/08 23:06,16.3,81,13.1,16.3
2022/09/08 23:11,16.2,81,13.0,16.2
2022/09/08 23:16,16.1,81,12.9,16.1
2022/09/08 23:21,15.9,82,12.9,15.9
2022/09/08 23:26,15.9,82,12.9,15.9
2022/09/08 23:31,15.8,83,12.9,15.8
2022/09/08 23:36,15.7,83,12.8,15.7
2022/09/08 23:41,15.6,83,12.7,15.6
2022/09/08 23:46,15.6,84,12.9,15.6
2022/09/08 23:51,15.6,84,12.9,15.6
2022/09/08 23:56,15.6,84,12.9,15.6
2022/09/09 00:01,15.5,84,12.8,15.5
2022/09/09 00:06,15.5,84,12.8,15.5
2022/09/09 00:11,15.4,84,12.7,15.4
2022/09/09 00:16,15.4,84,12.7,15.4
2022/09/09 00:21,15.3,84,12.6,15.3
2022/09/09 00:26,15.3,84,12.6,15.3
2022/09/09 00:31,15.2,84,12.5,15.2
2022/09/09 00:36,15.1,84,12.4,15.1
2022/09/09 00:41,15.1,84,12.4,15.1
2022/09/09 00:46,15.2,85,12.7,15.2
2022/09/09 00:51,15.1,85,12.6,15.1
2022/09/09 00:56,15.1,85,12.6,15.1
2022/09/09 01:01,15.1,85,12.6,15.1
2022/09/09 01:06,15.2,85,12.7,15.2
2022/09/09 01:11,15.3,85,12.8,15.3
2022/09/09 01:16,15.3,85,12.8,15.3
2022/09/09 01:21,15.3,85,12.8,15.3
2022/09/09 01:26,15.4,85,12.9,15.4
2022/09/09 01:31,15.4,85,12.9,15.4
2022/09/09 01:36,15.4,85,12.9,15.4
2022/09/09 01:41,15.4,85,12.9,15.4
2022/09/09 01:46,15.4,85,12.9,15.4
2022/09/09 01:51,15.3,85,12.8,15.3
2022/09/09 01:56,15.2,85,12.7,15.2
2022/09/09 02:01,15.2,85,12.7,15.2
2022/09/09 02:06,---.-,--,---.-,---.-
2022/09/09 02:11,15.0,85,12.5,15.0
2022/09/09 02:16,15.1,85,12.6,15.1
2022/09/09 02:21,15.1,85,12.6,15.1
2022/09/09 02:26,15.2,85,12.7,15.2
2022/09/09 02:31,15.3,86,13.0,15.3
2022/09/09 02:36,15.3,85,12.8,15.3
2022/09/09 02:41,15.4,85,12.9,15.4
2022/09/09 02:46,15.4,85,12.9,15.4
2022/09/09 02:51,15.5,85,13.0,15.5
2022/09/09 02:56,15.5,85,13.0,15.5
2022/09/09 03:01,15.5,84,12.8,15.5
2022/09/09 03:06,15.6,84,12.9,15.6
2022/09/09 03:11,15.5,84,12.8,15.5
2022/09/09 03:16,15.4,84,12.7,15.4
2022/09/09 03:21,15.4,84,12.7,15.4
2022/09/09 03:26,15.3,84,12.6,15.3
2022/09/09 03:31,15.3,85,12.8,15.3
2022/09/09 03:36,15.3,85,12.8,15.3
2022/09/09 03:41,15.2,85,12.7,15.2
2022/09/09 03:46,15.2,85,12.7,15.2
2022/09/09 03:51,15.3,85,12.8,15.3
2022/09/09 03:56,15.3,85,12.8,15.3
2022/09/09 04:01,15.4,85,12.9,15.4
2022/09/09 04:06,15.4,85,12.9,15.4
2022/09/09 04:11,15.4,85,12.9,15.4
2022/09/09 04:16,15.4,85,12.9,15.4
2022/09/09 04:21,15.4,85,12.9,15.4
2022/09/09 04:26,15.4,85,12.9,15.4
2022/09/09 04:31,15.4,85,12.9,15.4
2022/09/09 04:36,15.2,85,12.7,15.2
2022/09/09 04:41,15.0,85,12.5,15.0
2022/09/09 04:46,15.0,85,12.5,15.0
2022/09/09 04:51,14.9,85,12.4,14.9
2022/09/09 04:56,15.0,85,12.5,15.0
2022/09/09 05:01,15.0,85,12.5,15.0
2022/09/09 05:06,15.0,85,12.5,15.0
2022/09/09 05:11,15.1,85,12.6,15.1
2022/09/09 05:16,15.1,85,12.6,15.1
2022/09/09 05:21,15.1,85,12.6,15.1
2022/09/09 05:26,15.2,85,12.7,15.2
2022/09/09 05:31,15.3,85,12.8,15.3
2022/09/09 05:36,15.3,85,12.8,15.3
2022/09/09 05:41,15.4,84,12.7,15.4
2022/09/09 05:46,15.5,84,12.8,15.5
2022/09/09 05:51,15.6,84,12.9,15.6
2022/09/09 05:56,15.7,84,13.0,15.7
2022/09/09 06:01,15.9,83,13.0,15.9
2022/09/09 06:06,15.9,83,13.0,15.9
2022/09/09 06:11,16.3,82,13.2,16.3
2022/09/09 06:16,16.6,80,13.2,16.6
2022/09/09 06:21,16.8,80,13.4,16.8
2022/09/09 06:26,16.7,79,13.1,16.7
2022/09/09 06:31,16.6,79,13.0,16.6
2022/09/09 06:36,16.5,79,12.9,16.5
2022/09/09 06:41,16.4,79,12.8,16.4
2022/09/09 06:46,16.3,79,12.7,16.3
2022/09/09 06:51,16.4,78,12.6,16.4
2022/09/09 06:56,16.4,78,12.6,16.4
2022/09/09 07:01,16.4,77,12.4,16.4
2022/09/09 07:06,16.5,77,12.5,16.5
2022/09/09 07:11,16.5,77,12.5,16.5
2022/09/09 07:16,16.6,76,12.4,16.6
2022/09/09 07:21,16.7,75,12.3,16.7
2022/09/09 07:26,16.8,75,12.4,16.8
2022/09/09 07:31,17.0,74,12.4,17.0
2022/09/09 07:36,17.6,73,12.7,17.6
2022/09/09 07:41,18.4,71,13.1,18.4
2022/09/09 07:46,18.9,68,12.9,18.9
2022/09/09 07:51,19.2,66,12.7,19.2
2022/09/09 07:56,19.3,65,12.6,19.3
2022/09/09 08:01,19.4,65,12.7,19.4
2022/09/09 08:06,19.3,65,12.6,19.3
2022/09/09 08:11,19.1,64,12.2,19.1
2022/09/09 08:16,19.1,64,12.2,19.1
2022/09/09 08:21,19.3,63,12.1,19.3
2022/09/09 08:26,19.4,64,12.4,19.4
