2022/09/14 10:31,23.7,61,15.8,23.7
2022/09/14 10:36,24.6,59,16.1,24.6
2022/09/14 10:41,24.8,55,15.2,24.8
2022/09/14 10:46,24.3,59,15.8,24.3
2022/09/14 10:51,24.9,58,16.1,24.9
2022/09/14 10:56,25.1,60,16.8,25.1
2022/09/14 11:01,23.9,63,16.5,23.9
2022/09/14 11:06,23.4,64,16.2,23.4
2022/09/14 11:11,23.0,66,16.3,23.0
2022/09/14 11:16,22.8,67,16.4,22.8
2022/09/14 11:21,22.6,67,16.2,22.6
2022/09/14 11:26,22.5,68,16.3,22.5
2022/09/14 11:31,22.4,68,16.2,22.4
2022/09/14 11:36,22.3,69,16.4,22.3
2022/09/14 11:41,22.4,69,16.5,22.4
2022/09/14 11:46,22.4,69,16.5,22.4
2022/09/14 11:51,22.5,68,16.3,22.5
2022/09/14 11:56,22.5,68,16.3,22.5
2022/09/14 12:01,22.5,68,16.3,22.5
2022/09/14 12:06,22.5,69,16.6,22.5
2022/09/14 12:11,22.6,69,16.7,22.6
2022/09/14 12:16,22.9,68,16.7,22.9
2022/09/14 12:21,22.9,68,16.7,22.9
2022/09/14 12:26,22.7,68,16.5,22.7
2022/09/14 12:31,22.6,68,16.4,22.6
2022/09/14 12:36,22.5,68,16.3,22.5
2022/09/14 12:41,22.4,69,16.5,22.4
2022/09/14 12:46,22.2,69,16.3,22.2
2022/09/14 12:51,22.1,69,16.2,22.1
2022/09/14 12:56,22.1,69,16.2,22.1
2022/09/14 13:01,22.1,69,16.2,22.1
2022/09/14 13:06,22.1,69,16.2,22.1
2022/09/14 13:11,22.1,69,16.2,22.1
2022/09/14 13:16,22.1,69,16.2,22.1
2022/09/14 13:21,22.1,69,16.2,22.1
2022/09/14 13:26,22.1,69,16.2,22.1
2022/09/14 13:31,22.1,69,16.2,22.1
2022/09/14 13:36,22.2,69,16.3,22.2
2022/09/14 13:41,22.2,69,16.3,22.2
2022/09/14 13:46,22.3,68,16.1,22.3
2022/09/14 13:51,22.4,68,16.2,22.4
2022/09/14 13:56,22.4,68,16.2,22.4
2022/09/14 14:01,22.5,68,16.3,22.5
2022/09/14 14:06,22.6,67,16.2,22.6
2022/09/14 14:11,22.6,68,16.4,22.6
2022/09/14 14:16,22.5,68,16.3,22.5
2022/09/14 14:21,22.4,68,16.2,22.4
2022/09/14 14:26,22.4,68,16.2,22.4
2022/09/14 14:31,22.3,68,16.1,22.3
2022/09/14 14:36,22.2,68,16.0,22.2
2022/09/14 14:41,22.2,69,16.3,22.2
2022/09/14 14:46,22.3,68,16.1,22.3
2022/09/14 14:51,22.2,68,16.0,22.2
2022/09/14 14:56,22.2,68,16.0,22.2
2022/09/14 15:01,22.1,69,16.2,22.1
2022/09/14 15:06,22.0,69,16.1,22.0
2022/09/14 15:11,22.0,69,16.1,22.0
2022/09/14 15:16,22.0,69,16.1,22.0
2022/09/14 15:21,22.0,69,16.1,22.0
2022/09/14 15:26,21.9,69,16.0,21.9
2022/09/14 15:31,21.9,69,16.0,21.9
2022/09/14 15:36,21.8,69,15.9,21.8
2022/09/14 15:41,21.8,69,15.9,21.8
2022/09/14 15:46,21.8,69,15.9,21.8
2022/09/14 15:51,21.7,70,16.0,21.7
2022/09/14 15:56,21.7,70,16.0,21.7
2022/09/14 16:01,21.7,70,16.0,21.7
2022/09/14 16:06,21.7,70,16.0,21.7
2022/09/14 16:11,21.6,70,15.9,21.6
2022/09/14 16:16,21.6,70,15.9,21.6
2022/09/14 16:21,21.5,70,15.8,21.5
2022/09/14 16:26,21.5,70,15.8,21.5
2022/09/14 16:31,21.4,70,15.7,21.4
2022/09/14 16:36,21.4,70,15.7,21.4
2022/09/14 16:41,21.3,71,15.9,21.3
2022/09/14 16:46,21.3,70,15.6,21.3
2022/09/14 16:51,21.2,71,15.8,21.2
2022/09/14 16:56,21.2,71,15.8,21.2
2022/09/14 17:01,21.1,71,15.7,21.1
2022/09/14 17:06,21.1,71,15.7,21.1
2022/09/14 17:11,21.0,71,15.6,21.0
2022/09/14 17:16,21.0,71,15.6,21.0
2022/09/14 17:21,20.9,71,15.5,20.9
2022/09/14 17:26,20.9,71,15.5,20.9
2022/09/14 17:31,20.8,71,15.4,20.8
2022/09/14 17:36,20.8,71,15.4,20.8
2022/09/14 17:41,20.8,71,15.4,20.8
2022/09/14 17:46,20.8,71,15.4,20.8
2022/09/14 17:51,20.8,71,15.4,20.8
2022/09/14 17:56,20.8,71,15.4,20.8
2022/09/14 18:01,20.9,71,15.5,20.9
2022/09/14 18:06,20.9,71,15.5,20.9
2022/09/14 18:11,20.9,71,15.5,20.9
2022/09/14 18:16,20.9,70,15.2,20.9
2022/09/14 18:21,20.9,70,15.2,20.9
2022/09/14 18:26,21.0,70,15.3,21.0
2022/09/14 18:31,20.9,70,15.2,20.9
2022/09/14 18:36,20.9,70,15.2,20.9
2022/09/14 18:41,20.8,70,15.2,20.8
2022/09/14 18:46,20.8,70,15.2,20.8
2022/09/14 18:51,20.8,70,15.2,20.8
2022/09/14 18:56,20.8,70,15.2,20.8
2022/09/14 19:01,20.7,70,15.1,20.7
2022/09/14 19:06,20.7,70,15.1,20.7
2022/09/14 19:11,20.6,70,15.0,20.6
2022/09/14 19:16,20.6,70,15.0,20.6
2022/09/14 19:21,20.6,71,15.2,20.6
2022/09/14 19:26,20.5,71,15.1,20.5
2022/09/14 19:31,20.5,71,15.1,20.5
2022/09/14 19:36,20.5,71,15.1,20.5
2022/09/14 19:41,20.4,71,15.0,20.4
2022/09/14 19:46,20.4,71,15.0,20.4
2022/09/14 19:51,20.4,71,15.0,20.4
2022/09/14 19:56,20.3,71,14.9,20.3
2022/09/14 20:01,20.3,71,14.9,20.3
2022/09/14 20:06,20.3,71,14.9,20.3
2022/09/14 20:11,20.3,71,14.9,20.3
2022/09/14 20:16,20.3,71,14.9,20.3
2022/09/14 20:21,20.2,71,14.8,20.2
2022/09/14 20:26,20.2,71,14.8,20.2
2022/09/14 20:31,20.2,71,14.8,20.2
2022/09/14 20:36,20.2,71,14.8,20.2
2022/09/14 20:41,20.1,71,14.7,20.1
2022/09/14 20:46,20.1,71,14.7,20.1
2022/09/14 20:51,20.1,71,14.7,20.1
2022/09/14 20:56,20.1,71,14.7,20.1
2022/09/14 21:01,20.1,71,14.7,20.1
2022/09/14 21:06,20.0,71,14.6,20.0
2022/09/14 21:11,20.0,71,14.6,20.0
2022/09/14 21:16,20.0,71,14.6,20.0
2022/09/14 21:21,19.9,71,14.5,19.9
2022/09/14 21:26,19.9,71,14.5,19.9
2022/09/14 21:31,19.9,71,14.5,19.9
2022/09/14 21:36,19.9,71,14.5,19.9
2022/09/14 21:41,19.8,71,14.4,19.8
2022/09/14 21:46,19.8,71,14.4,19.8
2022/09/14 21:51,19.8,71,14.4,19.8
2022/09/14 21:56,19.8,71,14.4,19.8
2022/09/14 22:01,19.8,71,14.4,19.8
2022/09/14 22:06,19.8,71,14.4,19.8
2022/09/14 22:11,19.7,71,14.3,19.7
2022/09/14 22:16,19.7,71,14.3,19.7
2022/09/14 22:21,19.7,71,14.3,19.7
2022/09/14 22:26,19.7,71,14.3,19.7
2022/09/14 22:31,19.7,71,14.3,19.7
2022/09/14 22:36,19.7,71,14.3,19.7
2022/09/14 22:41,19.7,71,14.3,19.7
2022/09/14 22:46,19.7,71,14.3,19.7
2022/09/14 22:51,19.7,70,14.1,19.7
2022/09/14 22:56,19.7,70,14.1,19.7
2022/09/14 23:01,19.7,70,14.1,19.7
2022/09/14 23:06,19.6,70,14.0,19.6
2022/09/14 23:11,19.6,70,14.0,19.6
2022/09/14 23:16,19.6,70,14.0,19.6
2022/09/14 23:21,19.6,70,14.0,19.6
2022/09/14 23:26,19.5,70,13.9,19.5
2022/09/14 23:31,19.5,70,13.9,19.5
2022/09/14 23:36,19.5,70,13.9,19.5
2022/09/14 23:41,19.5,70,13.9,19.5
2022/09/14 23:46,19.5,70,13.9,19.5
2022/09/14 23:51,19.5,70,13.9,19.5
2022/09/14 23:56,19.4,69,13.6,19.4
2022/09/15 00:01,19.4,69,13.6,19.4
2022/09/15 00:06,19.4,69,13.6,19.4
2022/09/15 00:11,19.4,69,13.6,19.4
2022/09/15 00:16,19.4,69,13.6,19.4
2022/09/15 00:21,19.4,69,13.6,19.4
2022/09/15 00:26,19.4,69,13.6,19.4
2022/09/15 00:31,19.3,69,13.5,19.3
2022/09/15 00:36,19.3,69,13.5,19.3
2022/09/15 00:41,19.3,69,13.5,19.3
2022/09/15 00:46,19.2,69,13.4,19.2
2022/09/15 00:51,19.3,69,13.5,19.3
2022/09/15 00:56,19.2,69,13.4,19.2
2022/09/15 01:01,19.2,69,13.4,19.2
2022/09/15 01:06,19.2,69,13.4,19.2
2022/09/15 01:11,19.2,69,13.4,19.2
2022/09/15 01:16,19.2,69,13.4,19.2
2022/09/15 01:21,19.1,69,13.3,19.1
2022/09/15 01:26,19.1,69,13.3,19.1
2022/09/15 01:31,19.1,69,13.3,19.1
2022/09/15 01:36,19.1,69,13.3,19.1
2022/09/15 01:41,19.1,69,13.3,19.1
2022/09/15 01:46,19.0,69,13.2,19.0
2022/09/15 01:51,19.0,69,13.2,19.0
2022/09/15 01:56,19.0,69,13.2,19.0
2022/09/15 02:01,19.0,69,13.2,19.0
2022/09/15 02:06,18.9,69,13.1,18.9
2022/09/15 02:11,18.9,69,13.1,18.9
2022/09/15 02:16,18.9,69,13.1,18.9
2022/09/15 02:21,18.9,68,12.9,18.9
2022/09/15 02:26,18.9,68,12.9,18.9
2022/09/15 02:31,18.9,68,12.9,18.9
2022/09/15 02:36,18.9,69,13.1,18.9
2022/09/15 02:41,18.8,69,13.0,18.8
2022/09/15 02:46,18.8,68,12.8,18.8
2022/09/15 02:51,18.8,68,12.8,18.8
2022/09/15 02:56,18.8,68,12.8,18.8
2022/09/15 03:01,18.8,68,12.8,18.8
2022/09/15 03:06,18.8,68,12.8,18.8
2022/09/15 03:11,18.8,68,12.8,18.8
2022/09/15 03:16,18.8,68,12.8,18.8
2022/09/15 03:21,18.8,68,12.8,18.8
2022/09/15 03:26,18.8,68,12.8,18.8
2022/09/15 03:31,18.8,68,12.8,18.8
2022/09/15 03:36,18.8,68,12.8,18.8
2022/09/15 03:41,18.7,68,12.7,18.7
2022/09/15 03:46,18.7,68,12.7,18.7
2022/09/15 03:51,18.7,68,12.7,18.7
2022/09/15 03:56,18.7,68,12.7,18.7
2022/09/15 04:01,18.8,68,12.8,18.8
2022/09/15 04:06,18.8,68,12.8,18.8
2022/09/15 04:11,18.8,68,12.8,18.8
2022/09/15 04:16,18.7,68,12.7,18.7
2022/09/15 04:21,18.7,68,12.7,18.7
2022/09/15 04:26,18.7,68,12.7,18.7
2022/09/15 04:31,18.7,68,12.7,18.7
2022/09/15 04:36,18.7,68,12.7,18.7
2022/09/15 04:41,18.7,68,12.7,18.7
2022/09/15 04:46,18.7,68,12.7,18.7
2022/09/15 04:51,18.7,68,12.7,18.7
2022/09/15 04:56,18.7,68,12.7,18.7
2022/09/15 05:01,18.7,68,12.7,18.7
2022/09/15 05:06,18.7,68,12.7,18.7
2022/09/15 05:11,18.7,68,12.7,18.7
2022/09/15 05:16,18.7,68,12.7,18.7
2022/09/15 05:21,18.7,68,12.7,18.7
2022/09/15 05:26,18.7,68,12.7,18.7
2022/09/15 05:31,18.7,68,12.7,18.7
2022/09/15 05:36,18.7,68,12.7,18.7
2022/09/15 05:41,18.6,68,12.6,18.6
2022/09/15 05:46,18.7,68,12.7,18.7
2022/09/15 05:51,18.7,68,12.7,18.7
2022/09/15 05:56,18.6,68,12.6,18.6
2022/09/15 06:01,18.7,68,12.7,18.7
2022/09/15 06:06,18.7,68,12.7,18.7
2022/09/15 06:11,18.7,68,12.7,18.7
2022/09/15 06:16,18.6,68,12.6,18.6
2022/09/15 06:21,18.6,68,12.6,18.6
2022/09/15 06:26,18.6,68,12.6,18.6
2022/09/15 06:31,18.6,68,12.6,18.6
2022/09/15 06:36,18.6,68,12.6,18.6
2022/09/15 06:41,18.6,68,12.6,18.6
2022/09/15 06:46,18.6,68,12.6,18.6
2022/09/15 06:51,18.5,68,12.5,18.5
2022/09/15 06:56,18.6,68,12.6,18.6
2022/09/15 07:01,18.5,68,12.5,18.5
2022/09/15 07:06,18.5,68,12.5,18.5
2022/09/15 07:11,18.6,68,12.6,18.6
2022/09/15 07:16,18.6,68,12.6,18.6
2022/09/15 07:21,18.7,68,12.7,18.7
2022/09/15 07:26,18.7,68,12.7,18.7
2022/09/15 07:31,18.7,68,12.7,18.7
2022/09/15 07:36,18.7,68,12.7,18.7
2022/09/15 07:41,18.8,68,12.8,18.8
2022/09/15 07:46,18.8,68,12.8,18.8
2022/09/15 07:51,18.8,68,12.8,18.8
2022/09/15 07:56,18.8,68,12.8,18.8
2022/09/15 08:01,18.9,68,12.9,18.9
2022/09/15 08:06,18.9,67,12.7,18.9
2022/09/15 08:11,19.0,68,13.0,19.0
2022/09/15 08:16,19.1,67,12.9,19.1
2022/09/15 08:21,19.1,67,12.9,19.1
2022/09/15 08:26,19.1,67,12.9,19.1
2022/09/15 08:31,19.2,66,12.7,19.2
2022/09/15 08:36,19.2,66,12.7,19.2
2022/09/15 08:41,19.2,66,12.7,19.2
2022/09/15 08:46,19.3,66,12.8,19.3
2022/09/15 08:51,19.4,66,12.9,19.4
2022/09/15 08:56,19.4,66,12.9,19.4
2022/09/15 09:01,19.5,65,12.8,19.5
2022/09/15 09:06,19.6,65,12.9,19.6
2022/09/15 09:11,19.6,65,12.9,19.6
2022/09/15 09:16,19.6,65,12.9,19.6
2022/09/15 09:21,19.6,66,13.1,19.6
2022/09/15 09:26,19.7,66,13.2,19.7
2022/09/15 09:31,19.7,66,13.2,19.7
2022/09/15 09:36,19.7,66,13.2,19.7
2022/09/15 09:41,19.7,66,13.2,19.7
2022/09/15 09:46,19.8,66,13.3,19.8
2022/09/15 09:51,19.9,66,13.4,19.9
2022/09/15 09:56,19.9,66,13.4,19.9
2022/09/15 10:01,20.0,66,13.5,20.0
2022/09/15 10:06,20.0,66,13.5,20.0
2022/09/15 10:11,20.1,66,13.6,20.1
2022/09/15 10:16,20.1,65,13.3,20.1
2022/09/15 10:21,20.1,66,13.6,20.1
2022/09/15 10:26,20.2,66,13.7,20.2
2022/09/15 10:31,20.3,65,13.5,20.3
2022/09/15 10:36,20.4,65,13.6,20.4
2022/09/15 10:41,20.5,65,13.7,20.5
2022/09/15 10:46,20.6,65,13.8,20.6
2022/09/15 10:51,20.7,65,13.9,20.7
2022/09/15 10:56,20.7,65,13.9,20.7
2022/09/15 11:01,20.8,64,13.8,20.8
2022/09/15 11:06,20.9,64,13.9,20.9
2022/09/15 11:11,20.9,64,13.9,20.9
2022/09/15 11:16,20.9,64,13.9,20.9
2022/09/15 11:21,20.8,64,13.8,20.8
2022/09/15 11:26,20.8,64,13.8,20.8
2022/09/15 11:31,20.7,64,13.7,20.7
2022/09/15 11:36,20.7,64,13.7,20.7
2022/09/15 11:41,20.7,64,13.7,20.7
2022/09/15 11:46,20.6,64,13.6,20.6
2022/09/15 11:51,20.6,65,13.8,20.6
2022/09/15 11:56,20.6,65,13.8,20.6
2022/09/15 12:01,20.7,64,13.7,20.7
2022/09/15 12:06,20.8,64,13.8,20.8
2022/09/15 12:11,20.8,64,13.8,20.8
2022/09/15 12:16,20.8,63,13.5,20.8
2022/09/15 12:21,20.9,63,13.6,20.9
